grid_type,game_id,game_event_id,player_id,player_name,team_id,team_name,period,minutes_remaining,seconds_remaining,event_type,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,game_date,htm,vtm,shot_made_numeric,shot_value
Shot Chart Detail,0021400442,385,203492,Ray McCallum,1610612758,Sacramento Kings,3,1,5,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2.9,2.2,1,missed,2014-12-26,SAC,PHX,0,2
Shot Chart Detail,0021400442,400,203492,Ray McCallum,1610612758,Sacramento Kings,4,10,36,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.8,1.1,1,missed,2014-12-26,SAC,PHX,0,2
Shot Chart Detail,0021400442,420,203492,Ray McCallum,1610612758,Sacramento Kings,4,8,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,-18.7,9.7,1,missed,2014-12-26,SAC,PHX,0,2
Shot Chart Detail,0021400442,457,203492,Ray McCallum,1610612758,Sacramento Kings,4,5,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.3,0.3,1,missed,2014-12-26,SAC,PHX,0,2
Shot Chart Detail,0021400451,119,203492,Ray McCallum,1610612758,Sacramento Kings,2,10,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.3,1.1,1,made,2014-12-27,SAC,NYK,1,2
Shot Chart Detail,0021400451,395,203492,Ray McCallum,1610612758,Sacramento Kings,3,0,2,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-2.1,8.6,1,made,2014-12-27,SAC,NYK,1,2
Shot Chart Detail,0021400451,417,203492,Ray McCallum,1610612758,Sacramento Kings,4,10,38,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,-15.1,2,1,made,2014-12-27,SAC,NYK,1,2
Shot Chart Detail,0021400451,437,203492,Ray McCallum,1610612758,Sacramento Kings,4,8,0,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,3,0.1,1,missed,2014-12-27,SAC,NYK,0,2
Shot Chart Detail,0021400451,484,203492,Ray McCallum,1610612758,Sacramento Kings,4,4,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-17.9,5.3,1,missed,2014-12-27,SAC,NYK,0,2
Shot Chart Detail,0021400451,599,203492,Ray McCallum,1610612758,Sacramento Kings,5,2,34,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1.3,1.1,1,missed,2014-12-27,SAC,NYK,0,2
Shot Chart Detail,0021400451,601,203492,Ray McCallum,1610612758,Sacramento Kings,5,2,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,0.3,1,made,2014-12-27,SAC,NYK,1,2
Shot Chart Detail,0021400451,630,203492,Ray McCallum,1610612758,Sacramento Kings,5,0,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.6,2.2,1,made,2014-12-27,SAC,NYK,1,2
Shot Chart Detail,0021400461,119,203492,Ray McCallum,1610612758,Sacramento Kings,2,11,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,1.3,21.6,1,missed,2014-12-29,BKN,SAC,0,2
Shot Chart Detail,0021400461,144,203492,Ray McCallum,1610612758,Sacramento Kings,2,8,51,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,23.4,4.3,1,missed,2014-12-29,BKN,SAC,0,3
Shot Chart Detail,0021400461,217,203492,Ray McCallum,1610612758,Sacramento Kings,2,3,8,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,22.8,-1,1,missed,2014-12-29,BKN,SAC,0,3
Shot Chart Detail,0021400461,230,203492,Ray McCallum,1610612758,Sacramento Kings,2,1,48,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,-8.8,6.6,1,missed,2014-12-29,BKN,SAC,0,2
Shot Chart Detail,0021400461,387,203492,Ray McCallum,1610612758,Sacramento Kings,3,0,21,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23.3,-2.1,1,missed,2014-12-29,BKN,SAC,0,3
Shot Chart Detail,0021400475,155,203492,Ray McCallum,1610612758,Sacramento Kings,2,9,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.6,-0.5,1,missed,2014-12-31,BOS,SAC,0,2
Shot Chart Detail,0021400475,190,203492,Ray McCallum,1610612758,Sacramento Kings,2,6,15,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,-23,-1,1,missed,2014-12-31,BOS,SAC,0,3
Shot Chart Detail,0021400475,381,203492,Ray McCallum,1610612758,Sacramento Kings,3,2,46,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4,2.3,1,missed,2014-12-31,BOS,SAC,0,2
Shot Chart Detail,0021400475,386,203492,Ray McCallum,1610612758,Sacramento Kings,3,1,44,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7.5,1.2,1,made,2014-12-31,BOS,SAC,1,2
Shot Chart Detail,0021400475,448,203492,Ray McCallum,1610612758,Sacramento Kings,4,7,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,-11.3,2.5,1,made,2014-12-31,BOS,SAC,1,2
Shot Chart Detail,0021400475,459,203492,Ray McCallum,1610612758,Sacramento Kings,4,6,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,19.9,-2.4,1,made,2014-12-31,BOS,SAC,1,2
Shot Chart Detail,0021400475,492,203492,Ray McCallum,1610612758,Sacramento Kings,4,4,34,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,-22.8,-0.2,1,missed,2014-12-31,BOS,SAC,0,3
Shot Chart Detail,0021400475,529,203492,Ray McCallum,1610612758,Sacramento Kings,4,1,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.1,0.1,1,made,2014-12-31,BOS,SAC,1,2
Shot Chart Detail,0021400483,147,203492,Ray McCallum,1610612758,Sacramento Kings,2,8,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.7,-0.2,1,made,2015-01-01,MIN,SAC,1,2
Shot Chart Detail,0021400483,253,203492,Ray McCallum,1610612758,Sacramento Kings,2,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,9.8,13.7,1,missed,2015-01-01,MIN,SAC,0,2
Shot Chart Detail,0021400483,392,203492,Ray McCallum,1610612758,Sacramento Kings,3,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,-13.6,3.6,1,missed,2015-01-01,MIN,SAC,0,2
Shot Chart Detail,0021400504,88,203492,Ray McCallum,1610612758,Sacramento Kings,1,3,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0.9,1,made,2015-01-04,DET,SAC,1,2
Shot Chart Detail,0021400504,105,203492,Ray McCallum,1610612758,Sacramento Kings,1,1,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-0.7,-0.2,1,made,2015-01-04,DET,SAC,1,2
Shot Chart Detail,0021400504,113,203492,Ray McCallum,1610612758,Sacramento Kings,1,0,37,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2.7,2.5,1,missed,2015-01-04,DET,SAC,0,2
Shot Chart Detail,0021400504,170,203492,Ray McCallum,1610612758,Sacramento Kings,2,7,43,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5.3,1.1,1,made,2015-01-04,DET,SAC,1,2
Shot Chart Detail,0021400504,246,203492,Ray McCallum,1610612758,Sacramento Kings,2,0,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-0.4,1.1,1,made,2015-01-04,DET,SAC,1,2
Shot Chart Detail,0021400504,385,203492,Ray McCallum,1610612758,Sacramento Kings,4,11,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,10.1,16.7,1,made,2015-01-04,DET,SAC,1,2
Shot Chart Detail,0021400532,210,203492,Ray McCallum,1610612758,Sacramento Kings,2,7,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,8.1,22.8,1,missed,2015-01-07,SAC,OKC,0,3
Shot Chart Detail,0021400532,531,203492,Ray McCallum,1610612758,Sacramento Kings,4,5,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.4,0.6,1,made,2015-01-07,SAC,OKC,1,2
Shot Chart Detail,0021400532,572,203492,Ray McCallum,1610612758,Sacramento Kings,4,2,28,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4.9,0.1,1,missed,2015-01-07,SAC,OKC,0,2
Shot Chart Detail,0021400532,597,203492,Ray McCallum,1610612758,Sacramento Kings,4,0,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5.4,0.4,1,missed,2015-01-07,SAC,OKC,0,2
Shot Chart Detail,0021400532,599,203492,Ray McCallum,1610612758,Sacramento Kings,4,0,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,15.5,0.6,1,missed,2015-01-07,SAC,OKC,0,2
Shot Chart Detail,0021400546,369,203492,Ray McCallum,1610612758,Sacramento Kings,4,10,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.9,1.9,1,missed,2015-01-09,SAC,DEN,0,2
Shot Chart Detail,0021400546,385,203492,Ray McCallum,1610612758,Sacramento Kings,4,9,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2.1,2.4,1,missed,2015-01-09,SAC,DEN,0,2
Shot Chart Detail,0021400546,508,203492,Ray McCallum,1610612758,Sacramento Kings,4,1,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,1.4,1,missed,2015-01-09,SAC,DEN,0,2
Shot Chart Detail,0021400546,518,203492,Ray McCallum,1610612758,Sacramento Kings,4,0,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,-4.7,8,1,missed,2015-01-09,SAC,DEN,0,2
Shot Chart Detail,0021400561,108,203492,Ray McCallum,1610612758,Sacramento Kings,2,10,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,-13.8,2.3,1,missed,2015-01-11,SAC,CLE,0,2
Shot Chart Detail,0021400561,138,203492,Ray McCallum,1610612758,Sacramento Kings,2,8,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,1.1,24.6,1,made,2015-01-11,SAC,CLE,1,3
Shot Chart Detail,0021400561,148,203492,Ray McCallum,1610612758,Sacramento Kings,2,6,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,-14.6,1.7,1,made,2015-01-11,SAC,CLE,1,2
Shot Chart Detail,0021400561,342,203492,Ray McCallum,1610612758,Sacramento Kings,4,10,52,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,3.7,1.5,1,missed,2015-01-11,SAC,CLE,0,2
Shot Chart Detail,0021400561,354,203492,Ray McCallum,1610612758,Sacramento Kings,4,9,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,-14.9,0.7,1,missed,2015-01-11,SAC,CLE,0,2
Shot Chart Detail,0021400561,427,203492,Ray McCallum,1610612758,Sacramento Kings,4,3,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1.1,2.7,1,missed,2015-01-11,SAC,CLE,0,2
Shot Chart Detail,0021400572,189,203492,Ray McCallum,1610612758,Sacramento Kings,2,3,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2.1,0.6,1,made,2015-01-13,SAC,DAL,1,2
Shot Chart Detail,0021400572,198,203492,Ray McCallum,1610612758,Sacramento Kings,2,2,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-20.3,13.5,1,missed,2015-01-13,SAC,DAL,0,3
Shot Chart Detail,0021400572,223,203492,Ray McCallum,1610612758,Sacramento Kings,2,0,44,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1.9,0.9,1,made,2015-01-13,SAC,DAL,1,2
Shot Chart Detail,0021400572,300,203492,Ray McCallum,1610612758,Sacramento Kings,3,6,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,-18.2,0.4,1,made,2015-01-13,SAC,DAL,1,2
Shot Chart Detail,0021400572,312,203492,Ray McCallum,1610612758,Sacramento Kings,3,5,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,2.7,7.4,1,missed,2015-01-13,SAC,DAL,0,2
Shot Chart Detail,0021400572,371,203492,Ray McCallum,1610612758,Sacramento Kings,3,0,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,-18.9,15.7,1,missed,2015-01-13,SAC,DAL,0,3
Shot Chart Detail,0021400572,436,203492,Ray McCallum,1610612758,Sacramento Kings,4,7,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2.7,-0.2,1,missed,2015-01-13,SAC,DAL,0,2
Shot Chart Detail,0021400572,566,203492,Ray McCallum,1610612758,Sacramento Kings,5,2,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-0.9,7.4,1,missed,2015-01-13,SAC,DAL,0,2
